underlying,expiry,strike,option_type,bid,ask,iv,open_interest,volume,trade_date
NVDA,2025-03-21,875.0,call,16.42,16.82,0.207364,2061,514,2025-03-04
NVDA,2025-04-11,720.0,put,0.02,0.02,0.206529,178,10,2025-03-05
GOOGL,2025-03-21,160.0,call,15.11,15.72,0.217659,716,38,2025-03-05
NVDA,2025-05-02,895.0,call,21.66,22.29,0.204717,439,18,2025-03-07
MSFT,2025-03-21,435.0,put,20.58,21.32,0.233867,168,62,2025-03-06
MSFT,2025-03-28,500.0,call,0.01,0.01,0.201271,494,110,2025-03-05
MSFT,2025-03-14,340.0,call,73.4,77.35,0.223443,511,94,2025-03-06
AAPL,2025-03-14,170.0,put,0.01,0.01,0.208837,62,7,2025-03-07
NVDA,2025-04-18,895.0,call,17.33,18.17,7.316106,265,28,2025-03-07
GOOGL,2025-03-14,180.0,call,0.75,0.77,0.219411,1209,526,2025-03-05
NVDA,2025-03-28,720.0,call,153.19,161.34,0.197344,207,47,2025-03-05
AAPL,2025-03-21,215.0,call,0.01,0.01,0.220043,221,22,2025-03-03
NVDA,2025-03-14,1005.0,put,131.35,125.89,0.214849,72,15,2025-03-04
AMZN,2025-04-04,165.0,call,30.02,31.35,0.222249,168,75,2025-03-05
GOOGL,2025-03-21,145.0,call,29.63,31.05,0.213059,248,51,2025-03-04
AMZN,2025-03-14,195.0,call,2.78,2.84,0.235059,251,29,2025-03-06
AMZN,2025-03-14,220.0,call,0.01,0.01,0.22505,115,33,2025-03-06
GOOGL,2025-03-14,210.0,put,33.82,35.66,0.201424,203,28,2025-03-05
GOOGL,2025-04-11,165.0,put,0.89,0.93,0.204416,2749,334,2025-03-06
AMZN,2025-03-14,185.0,call,10.08,10.45,0.21909,14,6,2025-03-07
MSFT,2025-03-14,385.0,call,29.96,30.99,0.224048,117,16,2025-03-06
MSFT,2025-04-18,415.0,call,11.63,11.96,0.184113,2564,193,2025-03-05
NVDA,2025-03-21,1030.0,put,148.59,156.9,0.180572,39,8,2025-03-05
AAPL,2025-04-04,150.0,call,34.7,36.44,0.219998,1302,150,2025-03-07
AMZN,2025-04-18,235.0,call,0.01,0.01,0.186333,41,1,2025-03-07
MSFT,2025-04-11,355.0,call,59.99,63.76,0.193724,138,76,2025-03-04
AAPL,2025-03-21,210.0,put,23.76,25.43,0.201217,49,12,2025-03-07
MSFT,2025-03-07,385.0,put,0.01,0.01,0.243629,3862,720,2025-03-04
MSFT,2025-04-04,455.0,put,37.93,39.32,0.188894,2688,202,2025-03-04
GOOGL,2025-04-25,165.0,put,1.34,1.38,0.203326,161,11,2025-03-05
NVDA,2025-03-28,855.0,put,9.37,9.69,0.209119,771,289,2025-03-03
MSFT,2025-04-04,435.0,call,2.46,2.53,0.184189,199,95,2025-03-06
GOOGL,2025-03-21,190.0,call,0.08,0.08,0.213007,92,27,2025-03-07
AMZN,2025-04-18,175.0,put,0.31,0.32,0.203752,381,130,2025-03-03
AAPL,2025-04-11,170.0,put,0.44,0.46,0.205723,701,91,2025-03-05
GOOGL,2025-03-07,190.0,put,14.66,15.23,0.226225,3758,945,2025-03-05
MSFT,2025-04-18,490.0,put,69.87,74.07,0.177179,234,30,2025-03-03
NVDA,2025-03-14,985.0,call,0.01,0.01,0.207849,496,80,2025-03-07
NVDA,2025-05-02,875.0,call,30.82,31.54,0.204436,569,72,2025-03-07
AMZN,2025-04-04,220.0,call,0.02,0.02,0.172878,353,136,2025-03-07
AAPL,2025-03-21,215.0,put,28.56,30.38,0.205004,300,134,2025-03-03
GOOGL,2025-04-18,170.0,call,8.02,8.26,0.192622,538,112,2025-03-06
AAPL,2025-04-18,185.0,call,5.6,5.72,0.194606,1065,180,2025-03-03
GOOGL,2025-04-18,165.0,put,1.16,1.21,0.201864,8574,1926,2025-03-03
MSFT,2025-04-04,465.0,put,47.54,49.42,0.207232,78,22,2025-03-07
MSFT,2025-03-14,385.0,put,0.07,0.07,0.221325,375,162,2025-03-05
MSFT,2025-03-14,340.0,put,0.01,0.01,0.231372,166,62,2025-03-04
AAPL,2025-03-21,155.0,call,29.68,31.08,0.229028,44,12,2025-03-03
NVDA,2025-03-28,830.0,put,2.68,2.78,0.206213,142,66,2025-03-07
AMZN,2025-04-25,205.0,call,2.08,2.14,0.180535,216,18,2025-03-05
AMZN,2025-03-28,160.0,put,0.01,0.0,0.224596,179,54,2025-03-03
GOOGL,2025-03-14,140.0,call,34.3,36.08,0.20523,77,11,2025-03-04
AAPL,2025-04-25,165.0,call,21.06,22.12,0.215841,240,103,2025-03-04
AAPL,2025-04-25,190.0,put,7.59,7.79,0.20544,63,4,2025-03-06
NVDA,2025-04-18,985.0,put,103.03,107.6,0.19287,1124,74,2025-03-06
MSFT,2025-03-14,395.0,put,0.49,0.51,0.215211,1327,576,2025-03-04
AAPL,2025-03-07,215.0,call,0.01,0.01,0.219228,378,172,2025-03-06
AMZN,2025-03-28,205.0,call,0.82,0.85,0.201522,494,129,2025-03-07
AAPL,2025-05-02,210.0,call,0.22,0.23,0.175567,1533,574,2025-03-07
AAPL,2025-03-28,170.0,call,0.0,16.06,0.199564,366,176,2025-03-03
AAPL,2025-03-28,165.0,call,20.14,21.03,0.208477,143,37,2025-03-04
AMZN,2025-03-21,190.0,call,6.77,6.94,0.202962,958,197,2025-03-03
NVDA,2025-04-18,700.0,put,0.01,0.01,0.214058,512,125,2025-03-06
AAPL,2025-03-28,220.0,put,33.44,35.3,0.204344,1706,469,2025-03-07
NVDA,2025-05-02,830.0,call,59.3,61.11,0.205691,1318,569,2025-03-07
AAPL,2025-04-04,185.0,call,4.78,4.9,0.211292,3221,1141,2025-03-05
NVDA,2025-04-11,830.0,put,6.1,6.27,0.209633,1038,72,2025-03-04
AAPL,2025-04-04,170.0,call,15.54,16.44,0.197287,118,31,2025-03-04
AMZN,2025-03-14,190.0,call,5.68,5.85,0.216902,737,98,2025-03-07
AMZN,2025-03-07,180.0,call,14.74,15.36,0.214733,353,162,2025-03-05
NVDA,2025-03-28,895.0,put,28.6,29.55,0.214596,1187,463,2025-03-04
MSFT,2025-04-04,330.0,put,0.01,0.01,0.230294,3755,1211,2025-03-07
MSFT,2025-04-25,355.0,put,0.13,0.14,0.200302,130,48,2025-03-06
MSFT,2025-03-28,465.0,put,47.72,49.59,0.203185,539,191,2025-03-05
GOOGL,2025-03-21,140.0,put,0.01,0.01,0.233156,128,6,2025-03-07
AMZN,2025-03-21,195.0,put,3.1,3.17,0.205845,70,3,2025-03-05
NVDA,2025-04-25,765.0,call,113.55,118.35,0.182386,1051,48,2025-03-03
GOOGL,2025-03-21,150.0,put,0.01,0.01,0.218306,752,552,2025-03-06
AMZN,2025-03-07,210.0,put,14.65,15.24,0.200601,228,108,2025-03-05
MSFT,2025-03-28,395.0,call,22.54,23.41,0.202054,315,52,2025-03-04
NVDA,2025-04-18,720.0,put,0.09,0.1,0.225412,2326,417,2025-03-05
GOOGL,2025-05-02,185.0,put,10.96,11.3,0.210168,114,17,2025-03-07
GOOGL,2025-03-21,175.0,put,3.16,3.27,0.2215,343,112,2025-03-03
AMZN,2025-04-25,205.0,call,2.22,2.29,0.182612,70,6,2025-03-03
MSFT,2025-04-25,395.0,put,3.83,3.94,0.199958,301,111,2025-03-05
AAPL,2025-03-21,200.0,call,0.13,0.13,0.212629,607,96,2025-03-06
NVDA,2025-04-25,830.0,call,57.02,59.32,0.198263,4285,151,2025-03-05
NVDA,2025-03-14,895.0,put,25.19,25.84,0.233587,269,119,2025-03-03
AAPL,2025-03-28,155.0,put,0.01,0.01,0.212328,625,425,2025-03-04
NVDA,2025-04-25,765.0,put,1.06,1.11,0.217687,191,36,2025-03-05
AAPL,2025-04-25,175.0,put,1.66,1.72,0.212183,184,36,2025-03-06
AMZN,2025-03-07,195.0,put,1.75,1.81,0.225051,304,55,2025-03-03
MSFT,2025-03-14,425.0,call,2.48,2.54,0.22013,2014,229,2025-03-04
AAPL,2025-03-14,195.0,put,9.71,10.04,0.19213,700,57,2025-03-03
AAPL,2025-04-11,200.0,call,0.67,0.7,0.196866,362,75,2025-03-06
AMZN,2025-03-14,170.0,put,0.01,0.01,0.223227,74,20,2025-03-03
NVDA,2025-03-07,1050.0,call,0.01,0.01,0.190154,203,49,2025-03-05
NVDA,2025-04-04,810.0,call,68.82,71.03,0.210514,40,14,2025-03-07
NVDA,2025-04-18,920.0,put,48.36,49.96,0.19754,1862,522,2025-03-04
MSFT,2025-04-11,475.0,call,0.39,0.4,0.215542,528,178,2025-03-03
GOOGL,2025-04-11,185.0,put,10.12,10.42,0.190518,283,27,2025-03-06
AAPL,2025-04-25,220.0,call,0.06,0.06,0.196874,1529,876,2025-03-05
GOOGL,2025-04-04,210.0,put,33.24,35.05,0.210416,724,88,2025-03-05
MSFT,2025-04-25,340.0,call,75.41,79.35,0.190713,107,10,2025-03-05
AMZN,2025-04-25,170.0,put,0.13,0.14,0.196469,2338,355,2025-03-03
AMZN,2025-03-28,190.0,call,7.47,7.73,0.219825,201,44,2025-03-05
GOOGL,2025-04-04,165.0,call,11.04,11.44,0.195653,370,76,2025-03-06
NVDA,2025-03-07,1050.0,put,170.45,179.26,0.212143,883,674,2025-03-06
GOOGL,2025-03-28,145.0,put,0.01,0.01,0.205614,50,9,2025-03-07
GOOGL,2025-03-14,175.0,put,2.31,2.37,0.223754,986,387,2025-03-05
NVDA,2025-03-28,810.0,put,1.09,1.13,0.205952,1662,218,2025-03-05
GOOGL,2025-04-04,170.0,call,7.3,7.52,0.191581,114,25,2025-03-03
AAPL,2025-04-25,170.0,put,0.71,0.74,0.202955,419,107,2025-03-05
AMZN,2025-03-14,225.0,call,0.01,0.01,0.221876,94,31,2025-03-06
AAPL,2025-04-04,205.0,put,18.99,19.7,0.199503,55,13,2025-03-05
GOOGL,2025-04-25,140.0,call,35.11,36.93,0.208888,388,28,2025-03-03
MSFT,2025-03-07,405.0,put,0.13,0.14,0.205214,269,71,2025-03-05
AMZN,2025-04-11,210.0,put,14.85,15.34,0.218341,118,60,2025-03-06
MSFT,2025-03-14,365.0,put,0.01,0.01,0.225112,14,8,2025-03-05
MSFT,2025-05-02,385.0,put,3.22,3.32,0.225611,376,135,2025-03-07
GOOGL,2025-03-14,200.0,put,24.14,25.32,0.179281,366,80,2025-03-04
NVDA,2025-03-07,875.0,put,6.83,7.0,0.224328,295,56,2025-03-04
MSFT,2025-04-11,385.0,put,1.24,1.28,0.205813,48,6,2025-03-07
NVDA,2025-03-07,700.0,put,0.01,0.01,0.236647,77,5,2025-03-06
MSFT,2025-03-07,330.0,call,82.86,87.5,0.239172,542,86,2025-03-03
AMZN,2025-04-25,160.0,call,35.23,36.97,0.198482,108,24,2025-03-06
GOOGL,2025-04-04,165.0,put,0.71,0.73,0.211559,28,10,2025-03-07
AAPL,2025-03-28,150.0,put,0.01,0.01,0.221314,837,141,2025-03-06
MSFT,2025-04-25,405.0,put,6.1,6.25,0.190658,780,224,2025-03-06
AAPL,2025-04-25,160.0,call,25.63,26.97,0.216449,68,20,2025-03-04
AAPL,2025-04-18,200.0,put,14.42,14.9,0.188761,1136,93,2025-03-04
NVDA,2025-03-21,765.0,call,109.6,113.97,0.200912,561,2,2025-03-04
AAPL,2025-04-25,215.0,put,27.98,29.32,0.194304,1076,265,2025-03-06
MSFT,2025-04-18,385.0,put,1.57,1.65,0.199145,987,90,2025-03-05
MSFT,2025-04-11,330.0,put,0.01,0.01,0.228884,523,291,2025-03-03
NVDA,2025-04-25,965.0,put,84.56,87.88,0.188087,1789,215,2025-03-06
GOOGL,2025-04-11,200.0,put,23.5,24.57,0.190377,2897,153,2025-03-04
MSFT,2025-03-07,395.0,call,19.76,20.35,0.22186,257,21,2025-03-06
AAPL,2025-03-21,150.0,call,34.46,36.28,0.222129,527,193,2025-03-03
MSFT,2025-04-18,385.0,put,1.74,1.82,0.201134,117,41,2025-03-03
AAPL,2025-04-25,190.0,call,3.52,3.66,0.192837,804,127,2025-03-07
AMZN,2025-03-28,185.0,put,,0.86,0.21582,328,61,2025-03-04
NVDA,2025-04-25,940.0,call,7.27,7.52,0.207182,71,5,2025-03-07
AAPL,2025-04-25,170.0,call,16.98,17.54,0.224606,176,30,2025-03-04
AMZN,2025-04-18,190.0,put,2.6,2.67,0.190334,916,228,2025-03-03
GOOGL,2025-05-02,180.0,put,7.73,7.96,0.212859,1532,55,2025-03-07
AAPL,2025-03-28,190.0,call,2.13,2.21,0.203706,625,458,2025-03-03
NVDA,2025-03-07,745.0,call,126.75,133.45,0.235614,49,2,2025-03-06
AMZN,2025-04-11,185.0,put,1.65,1.73,0.232776,519,68,2025-03-06
MSFT,2025-03-14,490.0,call,0.01,0.01,0.2031,58,13,2025-03-05
AAPL,2025-03-14,190.0,call,0.5,0.51,0.20199,1331,630,2025-03-07
GOOGL,2025-04-18,160.0,call,16.19,16.77,0.217596,553,52,2025-03-07
NVDA,2025-03-14,875.0,put,9.64,9.85,0.210361,1268,127,2025-03-07
AMZN,2025-04-18,175.0,call,20.84,21.79,0.205885,131,33,2025-03-06
AMZN,2025-04-11,185.0,put,1.26,1.3,0.203428,171,34,2025-03-04
GOOGL,2025-04-18,145.0,put,0.01,0.01,0.199505,1756,626,2025-03-03
AMZN,2025-03-14,165.0,put,0.01,0.01,0.230211,1528,949,2025-03-04
AAPL,2025-04-18,180.0,call,8.51,8.83,0.201361,970,43,2025-03-05
NVDA,2025-04-25,985.0,call,1.43,1.49,0.1883,141,88,2025-03-06
AMZN,2025-04-18,175.0,call,20.6,21.88,0.200274,74,27,2025-03-07
GOOGL,2025-03-07,170.0,call,5.03,5.16,0.227147,505,17,2025-03-05
MSFT,2025-04-04,425.0,call,,6.39,0.19914,330,69,2025-03-03
MSFT,2025-04-11,375.0,put,0.78,0.82,0.225096,101,19,2025-03-06
AAPL,2025-03-07,175.0,call,9.93,10.22,0.225274,1679,285,2025-03-04
MSFT,2025-03-14,445.0,call,0.06,0.06,0.207725,8,1,2025-03-06
AAPL,2025-03-07,195.0,call,0.01,0.01,0.221796,185,6,2025-03-05
AMZN,2025-03-28,235.0,put,38.22,40.24,0.200371,2576,579,2025-03-04
NVDA,2025-04-04,965.0,call,0.88,0.92,0.195402,11629,429,2025-03-06
NVDA,2025-03-28,895.0,put,27.17,27.87,0.199459,29,12,2025-03-05
AAPL,2025-03-21,155.0,call,29.53,31.19,0.221795,3592,210,2025-03-04
AAPL,2025-03-28,215.0,call,0.01,0.01,0.188702,662,110,2025-03-03
AAPL,2025-03-07,205.0,call,0.01,0.01,0.209605,218,113,2025-03-04
MSFT,2025-04-11,500.0,put,80.49,84.74,0.187803,1246,108,2025-03-07
GOOGL,2025-03-28,205.0,put,28.74,30.09,0.180788,497,118,2025-03-07
NVDA,2025-03-07,920.0,put,44.04,45.46,0.193691,741,33,2025-03-05
GOOGL,2025-03-21,200.0,put,24.0,25.07,0.197537,582,197,2025-03-04
AAPL,2025-04-18,200.0,put,14.52,15.16,0.201123,253,83,2025-03-05
AAPL,2025-03-21,155.0,put,0.01,0.01,0.231586,605,226,2025-03-05
MSFT,2025-04-04,445.0,call,1.75,1.8,0.217407,1321,340,2025-03-07
NVDA,2025-04-04,965.0,put,85.16,88.57,0.192512,3384,1432,2025-03-03
AAPL,2025-03-21,180.0,put,1.06,1.1,0.213409,774,167,2025-03-07
GOOGL,2025-04-04,175.0,put,3.36,3.43,0.190614,22433,7560,2025-03-06
GOOGL,2025-04-11,210.0,put,33.11,34.9,0.205893,100,5,2025-03-07
AMZN,2025-04-04,170.0,put,0.04,0.04,0.215447,1820,343,2025-03-06
MSFT,2025-03-14,330.0,put,0.01,0.01,0.23831,89,5,2025-03-06
MSFT,2025-04-11,385.0,call,32.94,33.99,0.21608,76,7,2025-03-06
NVDA,2025-03-28,875.0,call,21.2,21.67,0.223842,662,173,2025-03-04
MSFT,2025-03-28,405.0,put,4.16,4.28,0.222026,185,93,2025-03-07
AAPL,2025-03-07,195.0,call,0.01,0.01,0.217989,74,1,2025-03-04
GOOGL,2025-04-18,155.0,put,0.17,0.18,0.204789,1874,773,2025-03-04
GOOGL,2025-04-18,185.0,put,10.17,10.5,0.186113,1130,439,2025-03-06
NVDA,2025-04-18,985.0,call,1.05,1.1,0.187455,708,187,2025-03-04
AAPL,2025-04-25,185.0,put,4.88,5.02,0.203432,322,46,2025-03-05
GOOGL,2025-03-14,205.0,call,0.01,0.01,0.210265,454,53,2025-03-03
AAPL,2025-03-07,160.0,call,24.55,25.62,0.221804,351,24,2025-03-03
MSFT,2025-03-07,330.0,put,0.01,0.01,0.236959,1786,384,2025-03-03
AMZN,2025-03-14,190.0,put,0.92,0.95,0.222127,3173,583,2025-03-04
AMZN,2025-03-14,215.0,call,0.01,0.01,0.217399,360,223,2025-03-05
AAPL,2025-04-25,190.0,put,7.88,8.1,0.213833,287,24,2025-03-04
AMZN,2025-03-21,175.0,put,0.01,0.01,0.191813,1416,177,2025-03-04
NVDA,2025-04-25,720.0,put,0.07,0.07,0.207947,2656,423,2025-03-07
AAPL,2025-04-18,155.0,put,0.03,0.03,0.218579,668,108,2025-03-06
MSFT,2025-04-18,435.0,call,3.9,4.02,0.17862,1108,197,2025-03-05
AAPL,2025-03-28,215.0,put,28.72,30.06,0.210222,134,30,2025-03-07
GOOGL,2025-03-21,150.0,call,24.75,25.83,0.231753,111,58,2025-03-07
AMZN,2025-03-14,200.0,put,5.71,5.85,0.215205,1100,645,2025-03-04
AAPL,2025-04-18,190.0,put,6.86,7.04,0.188159,1214,681,2025-03-07
AAPL,2025-03-14,175.0,call,10.16,10.45,0.228062,83,6,2025-03-06
NVDA,2025-04-18,830.0,put,6.25,6.44,0.194917,293,178,2025-03-03
MSFT,2025-04-25,375.0,call,42.51,44.04,0.189501,226,14,2025-03-06
AMZN,2025-04-18,175.0,put,0.3,0.31,0.204673,1516,510,2025-03-04
AAPL,2025-03-07,155.0,call,29.31,30.74,0.23469,256,26,2025-03-06
MSFT,2025-03-14,425.0,call,2.34,2.41,0.203585,3215,1376,2025-03-03
AMZN,2025-04-25,155.0,call,39.94,42.18,0.208302,54,14,2025-03-06
MSFT,2025-03-21,445.0,call,0.49,0.51,0.209436,1237,130,2025-03-05
MSFT,2025-03-28,415.0,call,8.98,9.19,0.213989,174,41,2025-03-07
MSFT,2025-04-11,375.0,put,0.95,0.99,0.226852,388,48,2025-03-03
AAPL,2025-04-04,195.0,call,1.21,1.25,0.19898,359,20,2025-03-04
AMZN,2025-04-25,230.0,call,0.02,0.03,0.17037,194,27,2025-03-06
AAPL,2025-04-11,175.0,put,1.09,1.12,0.207516,188,86,2025-03-06
GOOGL,2025-03-28,200.0,put,23.76,24.94,0.186267,387,88,2025-03-04
AMZN,2025-03-28,205.0,call,1.06,1.09,0.210181,70,10,2025-03-05
NVDA,2025-04-18,790.0,call,89.0,94.42,0.214057,380,205,2025-03-05
AMZN,2025-05-02,190.0,put,3.02,3.09,0.1917,189,56,2025-03-07
GOOGL,2025-04-11,190.0,put,14.22,14.7,0.179932,50,7,2025-03-03
MSFT,2025-03-21,375.0,put,0.07,0.07,0.230313,1232,219,2025-03-07
NVDA,2025-04-25,855.0,put,15.19,15.57,0.20588,73,22,2025-03-05
AAPL,2025-04-11,190.0,call,3.52,3.62,0.219294,1288,329,2025-03-03
AAPL,2025-03-21,160.0,put,0.01,0.01,0.236042,82,37,2025-03-05
NVDA,2025-03-28,700.0,put,0.01,0.01,0.229056,226,68,2025-03-07
AMZN,2025-03-14,170.0,call,24.64,25.78,0.227727,4901,1077,2025-03-05
NVDA,2025-03-21,920.0,put,44.52,46.36,0.196448,123,11,2025-03-03
GOOGL,2025-03-21,165.0,call,10.34,10.69,0.194641,376,12,2025-03-06
AAPL,2025-03-14,220.0,call,0.01,0.01,0.202007,33,2,2025-03-03
NVDA,2025-03-14,790.0,call,84.11,87.63,0.215113,586,87,2025-03-06
MSFT,2025-04-11,395.0,call,24.84,25.54,0.215539,603,188,2025-03-06
GOOGL,2025-04-25,190.0,put,13.97,14.64,0.167574,979,240,2025-03-07
AMZN,2025-04-25,180.0,call,16.79,17.37,0.196614,210,9,2025-03-04
AAPL,2025-04-18,160.0,put,0.07,0.07,0.208417,283,64,2025-03-07
NVDA,2025-03-28,920.0,put,45.08,46.4,0.194581,1136,198,2025-03-07
AAPL,2025-04-11,155.0,put,0.01,0.01,0.217898,66,8,2025-03-06
GOOGL,2025-03-14,195.0,call,0.01,0.01,0.214996,2040,260,2025-03-03
AMZN,2025-05-02,170.0,call,27.22,25.639999999999997,0.191827,361,127,2025-03-07
GOOGL,2025-03-28,155.0,call,20.18,20.96,0.213209,408,39,2025-03-03
AAPL,2025-03-14,205.0,put,19.28,20.11,0.199817,68,4,2025-03-03
NVDA,2025-03-07,830.0,call,44.56,45.89,0.196109,405,55,2025-03-05
MSFT,2025-03-21,455.0,call,0.09,0.09,0.210718,273,66,2025-03-07
MSFT,2025-04-11,330.0,put,0.01,0.01,0.227205,913,269,2025-03-06
AAPL,2025-04-25,210.0,put,23.35,24.31,0.192404,248,20,2025-03-06
AAPL,2025-03-28,215.0,put,28.62,30.04,0.19693,140,30,2025-03-05
GOOGL,2025-04-11,150.0,put,0.03,0.03,0.206578,16,4,2025-03-04
AAPL,2025-05-02,150.0,put,0.01,0.01,0.199118,272,72,2025-03-07
MSFT,2025-04-11,330.0,put,0.01,0.01,0.223783,1210,67,2025-03-07
MSFT,2025-04-04,435.0,call,3.29,3.39,0.197367,607,81,2025-03-03
MSFT,2025-03-28,340.0,put,0.01,0.01,0.232805,44,15,2025-03-05
GOOGL,2025-04-25,145.0,call,30.34,31.8,0.202008,1167,172,2025-03-03
GOOGL,2025-03-28,185.0,call,0.54,0.56,0.18187,79,31,2025-03-04
MSFT,2025-03-07,425.0,put,10.38,10.79,0.222902,254,141,2025-03-03
AAPL,2025-04-18,220.0,put,32.85,34.51,0.193771,76,26,2025-03-04
MSFT,2025-03-14,395.0,put,0.24,0.25,0.219293,199,17,2025-03-07
AMZN,2025-04-18,210.0,call,1.46,1.51,0.216119,1841,68,2025-03-05
MSFT,2025-04-18,330.0,call,84.71,89.18,0.219665,752,54,2025-03-06
GOOGL,2025-03-21,200.0,put,23.99,25.14,0.209724,269,37,2025-03-05
MSFT,2025-04-25,475.0,call,0.43,0.45,0.192115,951,481,2025-03-06
NVDA,2025-03-07,965.0,call,0.01,0.01,0.224748,1918,535,2025-03-04
AMZN,2025-03-07,170.0,call,24.47,25.72,0.233019,272,24,2025-03-03
MSFT,2025-04-11,455.0,put,37.62,39.07,0.178449,1152,430,2025-03-04
AMZN,2025-04-04,205.0,call,1.1,1.13,0.181182,51,11,2025-03-04
AMZN,2025-03-14,225.0,call,0.01,0.01,0.211146,103,17,2025-03-05
MSFT,2025-03-07,425.0,call,0.03,0.03,0.217373,201,106,2025-03-06
NVDA,2025-04-25,790.0,call,90.42,94.16,0.191883,2144,979,2025-03-04
MSFT,2025-04-11,475.0,call,0.0,0.09,0.177113,954,462,2025-03-05
GOOGL,2025-05-02,175.0,put,,4.99,0.205146,652,14,2025-03-07
AAPL,2025-04-04,165.0,put,0.08,0.09,0.209029,425,50,2025-03-06
NVDA,2025-04-18,1005.0,put,121.75,127.62,0.191887,647,130,2025-03-07
NVDA,2025-03-07,830.0,put,0.01,0.01,0.208388,1132,198,2025-03-05
GOOGL,2025-04-04,140.0,put,0.01,0.01,0.23967,928,100,2025-03-04
NVDA,2025-03-28,875.0,call,18.46,19.04,0.209241,573,72,2025-03-07
MSFT,2025-04-18,395.0,put,3.45,3.56,0.20803,174,38,2025-03-07
GOOGL,2025-04-11,195.0,call,0.18,0.18,0.18398,2496,46,2025-03-04
NVDA,2025-03-28,765.0,put,0.03,0.03,0.200132,239,81,2025-03-06
NVDA,2025-03-21,920.0,put,45.8,47.1,0.231582,900,75,2025-03-06
MSFT,2025-04-04,500.0,call,0.01,0.01,0.199909,763,265,2025-03-05
NVDA,2025-04-11,1005.0,put,122.23,127.86,0.195815,3772,256,2025-03-03
GOOGL,2025-03-07,175.0,call,0.86,0.88,0.234438,117,47,2025-03-06
AAPL,2025-05-02,205.0,call,0.49,0.51,0.17581,182,19,2025-03-07
MSFT,2025-04-18,415.0,put,10.52,10.78,0.209581,209,34,2025-03-06
AMZN,2025-04-04,210.0,put,14.31,14.93,0.187353,235,31,2025-03-06
MSFT,2025-03-21,490.0,put,71.96,75.63,0.210168,2005,385,2025-03-03
MSFT,2025-04-25,365.0,put,0.48,0.5,0.204471,1628,938,2025-03-03
MSFT,2025-04-04,385.0,put,1.09,1.12,0.212969,3402,111,2025-03-05
AMZN,2025-03-21,205.0,call,0.74,0.77,0.210996,214,49,2025-03-03
AAPL,2025-03-07,195.0,call,0.01,0.01,0.214616,1009,462,2025-03-06
NVDA,2025-03-21,765.0,call,109.44,114.37,0.213238,1162,588,2025-03-03
AMZN,2025-04-11,180.0,put,0.57,0.61,0.204588,1108,130,2025-03-03
GOOGL,2025-03-14,150.0,put,0.01,0.01,0.231844,673,86,2025-03-06
AMZN,2025-04-11,225.0,put,28.11,29.63,0.184063,532,120,2025-03-04
NVDA,2025-04-11,745.0,call,130.96,136.75,0.205114,4451,1400,2025-03-05
MSFT,2025-03-07,330.0,put,0.01,0.01,0.220761,409,66,2025-03-05
MSFT,2025-04-18,455.0,put,37.94,40.02,0.205858,377,152,2025-03-04
NVDA,2025-04-25,985.0,call,1.29,1.35,0.18044,1210,104,2025-03-04
GOOGL,2025-04-11,160.0,put,0.29,0.3,0.196984,1563,196,2025-03-05
AAPL,2025-03-07,165.0,call,19.72,20.46,0.22513,70,13,2025-03-03
AMZN,2025-04-11,195.0,call,5.26,5.37,0.192167,79,23,2025-03-04
GOOGL,2025-04-04,185.0,call,0.85,0.88,0.194382,231,21,2025-03-07
AAPL,2025-03-21,175.0,put,0.41,0.42,0.220157,76,13,2025-03-05
AAPL,2025-03-28,190.0,put,6.41,6.56,0.204844,408,92,2025-03-04
GOOGL,2025-04-25,170.0,call,8.75,8.98,0.201167,905,85,2025-03-04
GOOGL,2025-03-14,175.0,put,2.17,2.23,0.200612,56,6,2025-03-04
NVDA,2025-04-11,920.0,call,7.34,7.56,0.19398,200,26,2025-03-05
AMZN,2025-03-28,230.0,put,33.41,35.02,0.19274,60,4,2025-03-03
GOOGL,2025-04-18,150.0,call,25.32,26.67,0.21561,151,23,2025-03-04
AAPL,2025-03-21,210.0,call,0.01,0.01,0.20456,363,116,2025-03-04
AMZN,2025-03-28,200.0,put,6.65,6.81,0.212258,489,166,2025-03-05
NVDA,2025-04-04,1030.0,call,0.07,0.08,0.210748,125,42,2025-03-05
AMZN,2025-03-28,190.0,call,7.18,7.39,0.206556,77,36,2025-03-06
AMZN,2025-04-25,195.0,put,4.84,4.94,0.189413,347,101,2025-03-03
MSFT,2025-04-04,455.0,put,38.17,39.57,0.204647,303,10,2025-03-03
NVDA,2025-03-07,720.0,call,151.73,159.06,0.237084,171,24,2025-03-03
AAPL,2025-04-11,175.0,call,11.77,12.11,0.201672,461,208,2025-03-05
AAPL,2025-03-14,155.0,put,0.01,0.01,0.23712,215,15,2025-03-06
AMZN,2025-03-21,220.0,call,0.01,0.01,0.194528,1402,172,2025-03-03
NVDA,2025-03-21,1005.0,call,0.01,0.01,0.195958,5215,2676,2025-03-04
MSFT,2025-03-28,435.0,call,2.31,2.37,0.208833,1362,357,2025-03-06
AMZN,2025-03-14,230.0,put,33.79,35.58,0.201533,53,3,2025-03-04
AMZN,2025-05-02,175.0,call,21.34,22.13,0.196555,125,19,2025-03-07
GOOGL,2025-03-14,160.0,put,0.03,0.03,0.237751,67,40,2025-03-03
AMZN,2025-03-07,165.0,put,0.01,0.01,0.210087,807,53,2025-03-05
